노선명,역명,승차총승객수,하차총승객수
8호선,문정,24350,25633
8호선,장지,18887,17292
8호선,복정,10879,9116
8호선,산성,6166,6241
8호선,남한산성입구(성남법원.검찰청),16577,15138
8호선,단대오거리,13693,13212
8호선,신흥,5458,5669
8호선,수진,5719,5246
8호선,모란,4962,3895
8호선,남위례,8082,8288
9호선,개화,3426,2218
9호선,김포공항,7158,10523
9호선,공항시장,3219,3452
9호선,신방화,7601,7499
9호선,마곡나루(서울식물원),14846,14914
9호선,양천향교,11272,11317
9호선,가양,24642,23979
9호선,증미,8863,8762
9호선,등촌,13308,12602
9호선,염창,19785,19170
9호선,신목동,5050,4352
9호선,선유도,10394,9795
9호선,당산,21185,21052
9호선,국회의사당,18431,19413
9호선,여의도,32865,32073
9호선,샛강,7231,7455
9호선,노량진,28696,27960
9호선,노들,5402,4416
9호선,흑석(중앙대입구),11423,11604
9호선,동작(현충원),2277,1874
9호선,구반포,1214,1254
9호선,신반포,5099,4712
9호선,고속터미널,15010,19631
9호선,사평,4536,4361
9호선,신논현,33189,32613
9호선2~3단계,언주,12701,12991
9호선2~3단계,선정릉,11301,12359
9호선2~3단계,삼성중앙,8769,9158
9호선2~3단계,봉은사,23519,24686
9호선2~3단계,종합운동장,5134,5251
9호선2~3단계,삼전,8268,7747
9호선2~3단계,석촌고분,7709,7381
9호선2~3단계,석촌,10304,9376
9호선2~3단계,송파나루,5792,5998
9호선2~3단계,한성백제,3339,2974
9호선2~3단계,올림픽공원(한국체대),8190,8451
9호선2~3단계,둔촌오륜,1288,1279
9호선2~3단계,중앙보훈병원,13820,12125
경강선,판교,6772,6726
경강선,이매,1415,1214
경강선,삼동,2945,2740
경강선,경기광주,9142,8531
경강선,초월,4061,3782
경강선,곤지암,3371,3138
경강선,신둔도예촌,1907,1568
경강선,이천,2962,3154
경강선,부발,2513,2432
경강선,세종대왕릉,376,390
경강선,여주,3398,3057
경부선,서울역,8558,2927
경부선,남영,11482,12131
경부선,용산,40857,41837
경부선,노량진,9952,9976
경부선,대방,12101,13330
경부선,영등포,41303,42319
경부선,신도림,4589,4820
경부선,신길,10247,8892
경부선,구로,19512,19873
경부선,가산디지털단지,19917,22474
경부선,금천구청,13190,13186
경부선,석수,10562,9475
경부선,관악,8683,8171
경부선,안양,28926,29125
경부선,명학,11180,11051
경부선,금정,31433,31842
경부선,군포,8273,8147
경부선,의왕,10400,10421
경부선,성균관대,18135,17562
경부선,화서,10269,9798
경부선,수원,39907,42691
경부선,독산,20707,21366
경부선,세류,3742,3443
경부선,병점,18100,18178
경부선,세마,3643,3488
경부선,오산대,4878,4544
경부선,오산,11232,11414
경부선,진위,1972,1779
경부선,송탄,4732,4678
경부선,서정리,9961,9113
경부선,평택지제,4823,4931
경부선,평택,14550,14485
경부선,성환,7602,6878
경부선,직산,1046,1005
경부선,두정,10011,9839
경부선,천안,8613,7075
경부선,당정,7571,7322
경부선,서동탄,1761,1536
경부선,광명,3971,3485
경원선,이촌(국립중앙박물관),4542,3581
경원선,서빙고,2777,2673
경원선,한남,4713,4437
경원선,옥수,86,61
경원선,응봉,2251,1960
경원선,왕십리(성동구청),17767,17565
경원선,청량리(서울시립대입구),18159,18647
경원선,외대앞,11889,11752
경원선,신이문,9456,8723
경원선,석계,8903,9977
경원선,광운대,10570,9969
경원선,월계,8983,8271
경원선,녹천,5132,4307
경원선,방학,11019,10889
경원선,도봉,6615,6414
경원선,도봉산,9117,5889
경원선,망월사,10385,10426
경원선,회룡,14698,14466
경원선,의정부,19934,20543
경원선,가능,7626,7441
경원선,녹양,5184,4914
경원선,양주,8782,8157
경원선,덕계,5847,5174
경원선,덕정,7578,7216
경원선,지행,7097,7383
경원선,동두천중앙,3400,3255
경원선,보산,1648,1455
경원선,동두천,2907,3153
경원선,소요산,4088,3719
경의선,서울역,5609,7161
경의선,신촌,1207,1583
경의선,효창공원앞,3796,4216
경의선,공덕,4379,3696
경의선,서강대,2694,2671
경의선,홍대입구,2250,2666
경의선,가좌,6900,6454
경의선,일산,12210,11850
경의선,탄현,9058,8678
경의선,야당,9565,9674
경의선,운정,8602,8083
경의선,금릉,6048,5920
경의선,금촌,7451,7157
경의선,월롱,2731,2411
경의선,파주,1765,1381
경의선,문산,5711,5821
경의선,임진강,23,14
경의선,운천,6,3
경의선,검암,1,0
경인선,개봉,24323,24051
경인선,오류동,13087,12101
경인선,역곡,31344,30949
경인선,부천,34527,34658
경인선,송내,30333,30272
경인선,부평,29835,31529
경인선,백운,8425,8325
경인선,동암,17489,17537
경인선,주안,21572,19585
경인선,제물포,12323,11898
경인선,동인천,16139,15022
경인선,인천,4333,3463
경인선,구일,7330,7244
경인선,소사,9222,8637
경인선,부개,10004,9402
경인선,간석,6647,6317
경인선,도원,3679,3722
경인선,온수(성공회대입구),7568,6900
경인선,중동,10515,9793
경인선,도화,4691,4387
경춘선,신내,2646,2633
경춘선,갈매,3642,3173
경춘선,별내,3707,3563
경춘선,퇴계원,4250,3936
경춘선,사릉,2730,2714
경춘선,금곡,1808,1785
경춘선,평내호평,7393,7341
경춘선,천마산,1828,1703
경춘선,마석,4526,4356
경춘선,대성리,726,721
경춘선,청평,2042,1957
경춘선,상천,398,399
경춘선,가평,3162,3142
경춘선,굴봉산,170,154
경춘선,백양리,134,147
경춘선,강촌,674,613
경춘선,김유정,523,586
경춘선,남춘천,4014,3541
경춘선,춘천,2491,1813
공항철도 1호선,서울역,13817,11522
공항철도 1호선,공덕,3060,4108
공항철도 1호선,홍대입구,13709,13921
공항철도 1호선,디지털미디어시티,16433,15574
공항철도 1호선,마곡나루(서울식물원),13605,12922
공항철도 1호선,김포공항,11148,5963
공항철도 1호선,계양,14870,14011
공항철도 1호선,검암,7433,7815
공항철도 1호선,청라국제도시,8348,7947
공항철도 1호선,운서,9397,9944
공항철도 1호선,공항화물청사,2480,2572
공항철도 1호선,인천공항1터미널,14000,11972
공항철도 1호선,인천공항2터미널,6727,5201
공항철도 1호선,영종,4233,4238
분당선,구성,5754,5966
분당선,신갈,5481,5407
분당선,기흥,12570,11527
분당선,상갈,6367,6091
분당선,청명,5228,5149
분당선,영통,10027,10226
분당선,망포,17498,16673
분당선,매탄권선,6124,6069
분당선,수원시청,14316,15629
분당선,매교,5945,5879
서해선,김포공항,2912,3547
서해선,원종,4621,4711
서해선,부천종합운동장,2794,2159
수인선,고색,6301,5918
수인선,오목천,5668,4802
수인선,어천,1434,1395
수인선,야목,516,366
수인선,사리,5925,5477
수인선,달월,130,76
수인선,월곶,3411,3112
수인선,소래포구,6974,6665
수인선,인천논현,6090,6615
수인선,남동인더스파크,2529,2856
수인선,원인재,4870,5114
수인선,연수,5304,5115
수인선,송도,2886,2634
수인선,인하대,8678,8175
수인선,숭의,4643,4406
수인선,신포,2108,2168
수인선,인천,1255,1897
신림선,샛강,3364,3763
신림선,대방,3052,2383
신림선,서울지방병무청,3315,3524
신림선,보라매,4247,3933
신림선,보라매공원,2422,2650
신림선,보라매병원,8282,8662
신림선,당곡,4942,4743
신림선,신림,1826,2555
신림선,서원,3745,3204
신림선,서울대벤처타운,10382,9356
신림선,관악산(서울대),3578,3815
안산선,산본,18065,19308
안산선,대야미,5672,5080
안산선,반월,4930,4800
안산선,상록수,18034,18022
안산선,한대앞,11621,11598
안산선,중앙,20220,21250
안산선,고잔,10243,9799
안산선,초지,6149,6232
안산선,안산,12783,11762
안산선,신길온천,2197,2004
안산선,정왕,11617,11697
안산선,오이도,9181,9240
안산선,수리산,4635,3890
우이신설선,북한산우이,4159,3743
우이신설선,솔밭공원,3058,2872
우이신설선,4.19민주묘지,4739,4488
우이신설선,가오리,4945,4872
우이신설선,화계,3992,3821
우이신설선,삼양,2279,2420
우이신설선,삼양사거리,2817,2803
우이신설선,솔샘,6892,6508
우이신설선,북한산보국문,7465,7007
우이신설선,정릉,5629,5050
우이신설선,성신여대입구(돈암),3895,4193
우이신설선,보문,1828,1738
우이신설선,신설동,2780,2595
일산선,원흥,13255,12473
일산선,지축,1,0
일산선,삼송,21949,21073
일산선,원당,12706,12072
일산선,화정,19610,20164
일산선,대곡,3225,2455
일산선,백석,11186,11209
일산선,마두,8693,8843
일산선,정발산,8213,8399
일산선,주엽,10726,10869
일산선,대화,15106,11673
장항선,봉명,1539,1490
장항선,쌍용(나사렛대),3494,3239
장항선,아산,5070,4461
장항선,탕정,1752,1483
장항선,배방,1384,1354
장항선,온양온천,4893,5016
장항선,신창(순천향대),3787,2786
중앙선,회기,31768,30122
중앙선,중랑,6132,5904
중앙선,상봉(시외버스터미널),6615,6601
중앙선,망우,8890,8552
중앙선,양원,3559,3433
중앙선,구리,14704,14886
중앙선,도농,13148,12019
중앙선,양정,740,594
중앙선,덕소,6080,6012
중앙선,도심,2926,2321
중앙선,팔당,927,962
중앙선,운길산,950,903
중앙선,양수,2130,2112
중앙선,신원,253,232
중앙선,국수,812,819
중앙선,아신,711,680
경의선,풍산,6731,6391
경의선,백마,8365,8158
경의선,곡산,800,877
경의선,능곡,5561,5202
경의선,행신,9470,9146
경의선,강매,3877,3346
경의선,화전,3711,3457
경의선,수색,3990,4069
경의선,디지털미디어시티,3148,2836
분당선,모란,21391,21632
분당선,죽전,17010,17690
분당선,보정,3077,2788
분당선,이매,6554,6120
분당선,오리,13021,11048
분당선,미금,16412,17401
분당선,정자,20717,21558
중앙선,원덕,357,355
6호선,증산(명지대앞),10954,10822
중앙선,지평,61,88
중앙선,용문,2290,2570
중앙선,원덕,394,420
중앙선,양평,4357,4626
중앙선,오빈,325,350
중앙선,아신,720,671
중앙선,국수,795,833
중앙선,신원,209,193
중앙선,양수,2121,2138
중앙선,운길산,736,745
중앙선,도심,2802,2184
중앙선,덕소,6083,6042
중앙선,양정,676,608
중앙선,도농,12653,11665
중앙선,구리,14577,15185
중앙선,양원,3508,3246
중앙선,망우,8800,8474
중앙선,상봉(시외버스터미널),6798,6577
중앙선,중랑,6325,5999
중앙선,회기,30957,28004
장항선,신창(순천향대),3722,2101
장항선,온양온천,5072,5437
장항선,배방,1523,1461
장항선,탕정,1824,1523
장항선,아산,5251,5084
장항선,쌍용(나사렛대),3169,2799
장항선,봉명,1586,1507
일산선,대화,15241,11965
일산선,주엽,10661,10879
일산선,정발산,8239,8748
일산선,마두,8841,9058
일산선,백석,11343,11292
일산선,대곡,3179,2306
일산선,화정,18707,19405
일산선,원당,12368,11806
일산선,삼송,21596,20783
일산선,원흥,12881,12028
우이신설선,신설동,2700,2474
우이신설선,보문,1805,1834
우이신설선,성신여대입구(돈암),4010,4342
우이신설선,정릉,5522,4976
우이신설선,북한산보국문,7382,6792
우이신설선,솔샘,6715,6341
우이신설선,삼양사거리,2792,2865
우이신설선,삼양,2243,2377
우이신설선,화계,3919,3663
우이신설선,가오리,4671,4642
우이신설선,4.19민주묘지,3799,3477
우이신설선,솔밭공원,2967,2803
우이신설선,북한산우이,3432,3213
안산선,수리산,4657,3748
안산선,오이도,9228,9601
안산선,정왕,12195,11655
안산선,신길온천,2241,2115
안산선,안산,13060,12385
안산선,초지,5968,5976
안산선,고잔,10191,9784
안산선,중앙,21122,22885
안산선,한대앞,11782,11448
안산선,상록수,17529,17591
안산선,반월,4947,4731
안산선,대야미,5813,5018
안산선,산본,18789,20188
신림선,관악산(서울대),3195,3209
신림선,서울대벤처타운,10459,9234
신림선,서원,3788,3130
신림선,신림,1832,2551
신림선,당곡,5042,4825
신림선,보라매병원,7663,7774
신림선,보라매공원,2382,2476
신림선,보라매,4312,3975
신림선,서울지방병무청,3355,3443
신림선,대방,3205,2476
신림선,샛강,3103,3800
수인선,인천,1116,1832
수인선,신포,2116,2208
수인선,숭의,4623,4187
수인선,인하대,8070,7408
수인선,송도,3005,2724
수인선,연수,5451,5407
수인선,원인재,4920,5264
수인선,남동인더스파크,2399,2730
수인선,호구포,4673,4767
수인선,인천논현,6707,7183
수인선,소래포구,6148,5970
수인선,월곶,3072,2810
수인선,달월,138,85
수인선,사리,6025,5257
수인선,야목,423,374
수인선,어천,1493,1342
수인선,오목천,5450,4385
수인선,고색,6200,5722
서해선,부천종합운동장,2747,2131
서해선,원종,4593,4745
서해선,김포공항,3038,3764
분당선,매교,5905,5943
분당선,수원시청,14817,17479
분당선,매탄권선,6380,6062
분당선,망포,18125,16819
분당선,영통,10360,10459
분당선,청명,5439,5060
분당선,상갈,6432,5901
분당선,기흥,12265,11452
분당선,신갈,5424,5301
분당선,구성,5635,5876
분당선,죽전,15557,16432
분당선,보정,3023,2741
분당선,이매,6634,6086
분당선,오리,13014,10866
분당선,미금,16799,17842
분당선,정자,20541,21640
분당선,수내,15868,15900
분당선,서현,27181,28225
분당선,야탑,29158,30765
분당선,모란,21473,22143
분당선,태평,14655,13775
분당선,가천대,12621,12357
분당선,선정릉,8376,8758
분당선,강남구청,11126,12515
분당선,압구정로데오,22821,26565
분당선,서울숲,15644,16136
분당선,수원,9340,8638
분당선,복정,2,0
분당선,수서,17269,18279
분당선,대모산입구,6809,6403
분당선,개포동,5530,5665
분당선,구룡,3258,3029
분당선,도곡,8664,8489
분당선,한티,17409,18499
분당선,선릉,14553,22211
과천선,범계,30100,30609
과천선,평촌,20580,19874
과천선,인덕원,28560,28974
과천선,정부과천청사,12836,13289
과천선,과천,7373,6628
과천선,대공원,6289,6622
과천선,경마공원,7913,7912
과천선,선바위,9664,8270
공항철도 1호선,영종,4244,4586
공항철도 1호선,인천공항2터미널,7307,5805
공항철도 1호선,인천공항1터미널,15353,12812
공항철도 1호선,공항화물청사,2520,2634
공항철도 1호선,운서,10008,10346
공항철도 1호선,청라국제도시,8459,8406
공항철도 1호선,검암,7595,7789
공항철도 1호선,계양,15056,14230
공항철도 1호선,김포공항,11503,5806
공항철도 1호선,마곡나루(서울식물원),13544,12525
공항철도 1호선,디지털미디어시티,16425,15081
공항철도 1호선,홍대입구,15748,16470
공항철도 1호선,공덕,3076,4223
공항철도 1호선,서울역,16649,14835
경춘선,춘천,2138,1410
경춘선,남춘천,3872,3254
경춘선,김유정,410,451
경춘선,강촌,447,541
경춘선,백양리,108,142
경춘선,굴봉산,112,111
경춘선,가평,2401,2687
경춘선,상천,303,317
경춘선,청평,1889,2287
경춘선,대성리,539,2254
경춘선,마석,4643,4683
경춘선,천마산,1723,1643
경춘선,평내호평,7059,7185
경춘선,금곡,1671,1633
경춘선,사릉,2651,2618
경춘선,퇴계원,4070,3741
경춘선,별내,3623,3488
경춘선,갈매,3558,3038
경춘선,신내,2594,2372
경인선,도화,4777,4294
경인선,중동,10112,9489
경인선,온수(성공회대입구),7483,7036
경인선,도원,3732,3928
경인선,간석,6594,6117
경인선,부개,10006,9282
경인선,소사,9070,8451
경인선,구일,7866,7691
경인선,인천,4144,3194
경인선,동인천,15972,15050
경인선,제물포,12349,11681
경인선,주안,21928,19512
경인선,동암,17282,17439
경인선,백운,8579,8088
경인선,부평,31242,34703
경인선,송내,30039,30014
경인선,부천,34683,35313
경인선,역곡,31106,30745
경인선,오류동,12704,12045
경인선,개봉,24667,24157
경의선,운천,8,2
경의선,임진강,13,15
경의선,문산,5839,5744
경의선,파주,1510,1079
경의선,월롱,2804,2041
경의선,금촌,7255,7043
경의선,금릉,5938,5806
